id,order_id,sku,product_name,quantity,unit_price_cents
10569,2691,SKU-CBL-404,Premium Braided Fiber Patch Cable,18,1299
10570,2691,SKU-ACC-202,Ergonomic Desk Mounting Arm,19,4999
10571,2691,SKU-ACC-202,Ergonomic Desk Mounting Arm,20,4999
10572,2691,SKU-CORE-101,Enterprise Base Terminal,12,14999
10573,2691,SKU-POW-303,Smart Uninterruptible Power Supply,14,8999
10574,2691,SKU-ACC-202,Ergonomic Desk Mounting Arm,11,4999
10575,2691,SKU-SOFT-505,Cloud Analytics Seat License (Annual),19,29999
10576,2691,SKU-POW-303,Smart Uninterruptible Power Supply,19,8999
10577,2692,SKU-ACC-202,Ergonomic Desk Mounting Arm,13,4999
10578,2692,SKU-CBL-404,Premium Braided Fiber Patch Cable,6,1299
10579,2692,SKU-ACC-202,Ergonomic Desk Mounting Arm,17,4999
10580,2692,SKU-ACC-202,Ergonomic Desk Mounting Arm,12,4999
10581,2693,SKU-CBL-404,Premium Braided Fiber Patch Cable,17,1299
10582,2693,SKU-CORE-101,Enterprise Base Terminal,8,14999
10583,2693,SKU-SOFT-505,Cloud Analytics Seat License (Annual),6,29999
10584,2693,SKU-SOFT-505,Cloud Analytics Seat License (Annual),7,29999
10585,2693,SKU-ACC-202,Ergonomic Desk Mounting Arm,5,4999
10586,2693,SKU-CBL-404,Premium Braided Fiber Patch Cable,20,1299
10587,2693,SKU-CBL-404,Premium Braided Fiber Patch Cable,20,1299
10588,2693,SKU-ACC-202,Ergonomic Desk Mounting Arm,18,4999
10589,2694,SKU-CORE-101,Enterprise Base Terminal,15,14999
10590,2694,SKU-ACC-202,Ergonomic Desk Mounting Arm,16,4999
10591,2694,SKU-POW-303,Smart Uninterruptible Power Supply,7,8999
10592,2695,SKU-SOFT-505,Cloud Analytics Seat License (Annual),8,29999
10593,2695,SKU-SOFT-505,Cloud Analytics Seat License (Annual),19,29999
10594,2695,SKU-CORE-101,Enterprise Base Terminal,18,14999
10595,2696,SKU-CBL-404,Premium Braided Fiber Patch Cable,9,1299
10596,2696,SKU-SOFT-505,Cloud Analytics Seat License (Annual),10,29999
10597,2696,SKU-CORE-101,Enterprise Base Terminal,20,14999
10598,2696,SKU-ACC-202,Ergonomic Desk Mounting Arm,7,4999
10599,2696,SKU-ACC-202,Ergonomic Desk Mounting Arm,9,4999
10600,2697,SKU-SOFT-505,Cloud Analytics Seat License (Annual),7,29999
10601,2697,SKU-CORE-101,Enterprise Base Terminal,20,14999
10602,2697,SKU-CORE-101,Enterprise Base Terminal,11,14999
10603,2698,SKU-POW-303,Smart Uninterruptible Power Supply,8,8999
10604,2698,SKU-SOFT-505,Cloud Analytics Seat License (Annual),11,29999
10605,2698,SKU-CBL-404,Premium Braided Fiber Patch Cable,7,1299
10606,2698,SKU-POW-303,Smart Uninterruptible Power Supply,9,8999
10607,2698,SKU-CORE-101,Enterprise Base Terminal,16,14999
10608,2698,SKU-SOFT-505,Cloud Analytics Seat License (Annual),12,29999
10609,2698,SKU-ACC-202,Ergonomic Desk Mounting Arm,8,4999
10610,2699,SKU-CORE-101,Enterprise Base Terminal,9,14999
10611,2699,SKU-CBL-404,Premium Braided Fiber Patch Cable,16,1299
10612,2699,SKU-CORE-101,Enterprise Base Terminal,19,14999
10613,2700,SKU-POW-303,Smart Uninterruptible Power Supply,19,8999
10614,2700,SKU-CORE-101,Enterprise Base Terminal,16,14999
10615,2700,SKU-SOFT-505,Cloud Analytics Seat License (Annual),8,29999
10616,2700,SKU-CORE-101,Enterprise Base Terminal,6,14999
10617,2701,SKU-CBL-404,Premium Braided Fiber Patch Cable,5,1299
10618,2701,SKU-ACC-202,Ergonomic Desk Mounting Arm,16,4999
10619,2701,SKU-CBL-404,Premium Braided Fiber Patch Cable,9,1299
10620,2701,SKU-POW-303,Smart Uninterruptible Power Supply,8,8999
10621,2701,SKU-CBL-404,Premium Braided Fiber Patch Cable,16,1299
10622,2701,SKU-SOFT-505,Cloud Analytics Seat License (Annual),6,29999
10623,2701,SKU-CORE-101,Enterprise Base Terminal,6,14999
10624,2701,SKU-CORE-101,Enterprise Base Terminal,12,14999
10625,2702,SKU-CBL-404,Premium Braided Fiber Patch Cable,7,1299
10626,2702,SKU-CBL-404,Premium Braided Fiber Patch Cable,18,1299
10627,2702,SKU-SOFT-505,Cloud Analytics Seat License (Annual),19,29999
10628,2702,SKU-POW-303,Smart Uninterruptible Power Supply,9,8999
10629,2702,SKU-POW-303,Smart Uninterruptible Power Supply,16,8999
10630,2703,SKU-CBL-404,Premium Braided Fiber Patch Cable,17,1299
10631,2703,SKU-CORE-101,Enterprise Base Terminal,5,14999
10632,2703,SKU-CBL-404,Premium Braided Fiber Patch Cable,20,1299
10633,2703,SKU-POW-303,Smart Uninterruptible Power Supply,19,8999
10634,2704,SKU-SOFT-505,Cloud Analytics Seat License (Annual),15,29999
10635,2704,SKU-CBL-404,Premium Braided Fiber Patch Cable,7,1299
10636,2704,SKU-CBL-404,Premium Braided Fiber Patch Cable,13,1299
10637,2704,SKU-ACC-202,Ergonomic Desk Mounting Arm,18,4999
10638,2704,SKU-SOFT-505,Cloud Analytics Seat License (Annual),18,29999
10639,2704,SKU-CORE-101,Enterprise Base Terminal,12,14999
10640,2705,SKU-ACC-202,Ergonomic Desk Mounting Arm,12,4999
10641,2705,SKU-CBL-404,Premium Braided Fiber Patch Cable,12,1299
10642,2705,SKU-ACC-202,Ergonomic Desk Mounting Arm,13,4999
10643,2705,SKU-CORE-101,Enterprise Base Terminal,9,14999
10644,2705,SKU-CBL-404,Premium Braided Fiber Patch Cable,15,1299
10645,2706,SKU-CORE-101,Enterprise Base Terminal,17,14999
10646,2706,SKU-ACC-202,Ergonomic Desk Mounting Arm,12,4999
10647,2706,SKU-SOFT-505,Cloud Analytics Seat License (Annual),12,29999
10648,2706,SKU-CBL-404,Premium Braided Fiber Patch Cable,13,1299
10649,2706,SKU-SOFT-505,Cloud Analytics Seat License (Annual),6,29999
10650,2707,SKU-ACC-202,Ergonomic Desk Mounting Arm,17,4999
10651,2707,SKU-CORE-101,Enterprise Base Terminal,8,14999
10652,2707,SKU-CBL-404,Premium Braided Fiber Patch Cable,19,1299
10653,2707,SKU-ACC-202,Ergonomic Desk Mounting Arm,12,4999
10654,2708,SKU-CORE-101,Enterprise Base Terminal,9,14999
10655,2708,SKU-CBL-404,Premium Braided Fiber Patch Cable,13,1299
10656,2708,SKU-CBL-404,Premium Braided Fiber Patch Cable,7,1299
10657,2708,SKU-POW-303,Smart Uninterruptible Power Supply,19,8999
10658,2708,SKU-POW-303,Smart Uninterruptible Power Supply,5,8999
10659,2709,SKU-ACC-202,Ergonomic Desk Mounting Arm,7,4999
10660,2709,SKU-CORE-101,Enterprise Base Terminal,19,14999
10661,2709,SKU-ACC-202,Ergonomic Desk Mounting Arm,17,4999
10662,2709,SKU-ACC-202,Ergonomic Desk Mounting Arm,12,4999
10663,2709,SKU-POW-303,Smart Uninterruptible Power Supply,12,8999
10664,2709,SKU-CORE-101,Enterprise Base Terminal,16,14999
10665,2710,SKU-ACC-202,Ergonomic Desk Mounting Arm,16,4999
10666,2710,SKU-SOFT-505,Cloud Analytics Seat License (Annual),15,29999
10667,2710,SKU-CBL-404,Premium Braided Fiber Patch Cable,7,1299
10668,2710,SKU-POW-303,Smart Uninterruptible Power Supply,19,8999
10669,2710,SKU-CORE-101,Enterprise Base Terminal,11,14999
10670,2711,SKU-CBL-404,Premium Braided Fiber Patch Cable,11,1299
10671,2711,SKU-SOFT-505,Cloud Analytics Seat License (Annual),7,29999
10672,2711,SKU-ACC-202,Ergonomic Desk Mounting Arm,19,4999
10673,2711,SKU-SOFT-505,Cloud Analytics Seat License (Annual),5,29999
10674,2711,SKU-SOFT-505,Cloud Analytics Seat License (Annual),13,29999
10675,2711,SKU-CORE-101,Enterprise Base Terminal,5,14999
10676,2711,SKU-SOFT-505,Cloud Analytics Seat License (Annual),13,29999
10677,2712,SKU-CBL-404,Premium Braided Fiber Patch Cable,17,1299
10678,2712,SKU-CORE-101,Enterprise Base Terminal,18,14999
10679,2712,SKU-CBL-404,Premium Braided Fiber Patch Cable,15,1299
10680,2712,SKU-ACC-202,Ergonomic Desk Mounting Arm,6,4999
10681,2713,SKU-SOFT-505,Cloud Analytics Seat License (Annual),9,29999
10682,2713,SKU-POW-303,Smart Uninterruptible Power Supply,15,8999
10683,2713,SKU-CORE-101,Enterprise Base Terminal,18,14999
10684,2713,SKU-SOFT-505,Cloud Analytics Seat License (Annual),14,29999
10685,2713,SKU-ACC-202,Ergonomic Desk Mounting Arm,16,4999
10686,2713,SKU-SOFT-505,Cloud Analytics Seat License (Annual),14,29999
10687,2713,SKU-CBL-404,Premium Braided Fiber Patch Cable,20,1299
10688,2714,SKU-POW-303,Smart Uninterruptible Power Supply,20,8999
10689,2714,SKU-ACC-202,Ergonomic Desk Mounting Arm,16,4999
10690,2714,SKU-POW-303,Smart Uninterruptible Power Supply,20,8999
10691,2714,SKU-CORE-101,Enterprise Base Terminal,18,14999
10692,2714,SKU-POW-303,Smart Uninterruptible Power Supply,12,8999
10693,2714,SKU-ACC-202,Ergonomic Desk Mounting Arm,10,4999
10694,2714,SKU-CBL-404,Premium Braided Fiber Patch Cable,6,1299
10695,2715,SKU-CBL-404,Premium Braided Fiber Patch Cable,5,1299
10696,2715,SKU-ACC-202,Ergonomic Desk Mounting Arm,10,4999
10697,2715,SKU-SOFT-505,Cloud Analytics Seat License (Annual),10,29999
10698,2715,SKU-CBL-404,Premium Braided Fiber Patch Cable,10,1299
10699,2716,SKU-CORE-101,Enterprise Base Terminal,8,14999
10700,2716,SKU-POW-303,Smart Uninterruptible Power Supply,8,8999
10701,2716,SKU-POW-303,Smart Uninterruptible Power Supply,20,8999
10702,2716,SKU-CBL-404,Premium Braided Fiber Patch Cable,12,1299
10703,2716,SKU-ACC-202,Ergonomic Desk Mounting Arm,8,4999
10704,2716,SKU-ACC-202,Ergonomic Desk Mounting Arm,16,4999
10705,2716,SKU-SOFT-505,Cloud Analytics Seat License (Annual),17,29999
10706,2716,SKU-ACC-202,Ergonomic Desk Mounting Arm,8,4999
10707,2717,SKU-POW-303,Smart Uninterruptible Power Supply,17,8999
10708,2717,SKU-CBL-404,Premium Braided Fiber Patch Cable,8,1299
10709,2717,SKU-POW-303,Smart Uninterruptible Power Supply,19,8999
10710,2717,SKU-SOFT-505,Cloud Analytics Seat License (Annual),13,29999
10711,2717,SKU-ACC-202,Ergonomic Desk Mounting Arm,20,4999
10712,2717,SKU-CBL-404,Premium Braided Fiber Patch Cable,18,1299
10713,2717,SKU-CBL-404,Premium Braided Fiber Patch Cable,17,1299
10714,2718,SKU-CBL-404,Premium Braided Fiber Patch Cable,11,1299
10715,2718,SKU-SOFT-505,Cloud Analytics Seat License (Annual),13,29999
10716,2718,SKU-CORE-101,Enterprise Base Terminal,14,14999
10717,2718,SKU-CBL-404,Premium Braided Fiber Patch Cable,7,1299
10718,2718,SKU-SOFT-505,Cloud Analytics Seat License (Annual),9,29999
10719,2718,SKU-POW-303,Smart Uninterruptible Power Supply,13,8999
10720,2718,SKU-CORE-101,Enterprise Base Terminal,13,14999
10721,2718,SKU-CORE-101,Enterprise Base Terminal,19,14999
10722,2719,SKU-CBL-404,Premium Braided Fiber Patch Cable,14,1299
10723,2719,SKU-POW-303,Smart Uninterruptible Power Supply,15,8999
10724,2719,SKU-SOFT-505,Cloud Analytics Seat License (Annual),13,29999
10725,2719,SKU-ACC-202,Ergonomic Desk Mounting Arm,10,4999
10726,2719,SKU-SOFT-505,Cloud Analytics Seat License (Annual),7,29999
10727,2719,SKU-SOFT-505,Cloud Analytics Seat License (Annual),10,29999
10728,2719,SKU-CORE-101,Enterprise Base Terminal,12,14999
10729,2720,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10730,2720,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10731,2720,SKU-CORE-101,Enterprise Base Terminal,2,14999
10732,2721,SKU-CORE-101,Enterprise Base Terminal,1,14999
10733,2721,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10734,2721,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10735,2722,SKU-CORE-101,Enterprise Base Terminal,1,14999
10736,2722,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10737,2723,SKU-CORE-101,Enterprise Base Terminal,1,14999
10738,2724,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10739,2724,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10740,2724,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10741,2725,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10742,2726,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10743,2727,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10744,2728,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10745,2728,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10746,2728,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10747,2729,SKU-CORE-101,Enterprise Base Terminal,2,14999
10748,2730,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10749,2730,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10750,2730,SKU-CORE-101,Enterprise Base Terminal,1,14999
10751,2731,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10752,2732,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10753,2733,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10754,2734,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10755,2734,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10756,2734,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10757,2735,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10758,2736,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10759,2737,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10760,2737,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10761,2737,SKU-CORE-101,Enterprise Base Terminal,1,14999
10762,2738,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10763,2738,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10764,2738,SKU-CORE-101,Enterprise Base Terminal,1,14999
10765,2739,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10766,2739,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10767,2740,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10768,2740,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10769,2741,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10770,2742,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10771,2743,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10772,2743,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10773,2744,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10774,2744,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10775,2744,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10776,2745,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10777,2745,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10778,2745,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10779,2746,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10780,2747,SKU-CORE-101,Enterprise Base Terminal,1,14999
10781,2748,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10782,2748,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10783,2748,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10784,2749,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10785,2749,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10786,2750,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10787,2750,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10788,2751,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10789,2752,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10790,2753,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10791,2753,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10792,2753,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10793,2754,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10794,2754,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10795,2755,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10796,2756,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10797,2756,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10798,2757,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10799,2758,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10800,2758,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10801,2758,SKU-CORE-101,Enterprise Base Terminal,2,14999
10802,2759,SKU-CORE-101,Enterprise Base Terminal,1,14999
10803,2759,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10804,2760,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10805,2760,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10806,2761,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10807,2761,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10808,2761,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10809,2762,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10810,2763,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10811,2763,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10812,2764,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10813,2764,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10814,2764,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10815,2765,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10816,2766,SKU-CORE-101,Enterprise Base Terminal,1,14999
10817,2766,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10818,2767,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10819,2768,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10820,2768,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10821,2769,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10822,2769,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10823,2770,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10824,2770,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10825,2770,SKU-CORE-101,Enterprise Base Terminal,2,14999
10826,2771,SKU-CORE-101,Enterprise Base Terminal,1,14999
10827,2772,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10828,2772,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10829,2772,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10830,2773,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10831,2773,SKU-CORE-101,Enterprise Base Terminal,2,14999
10832,2773,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10833,2774,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10834,2774,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10835,2775,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10836,2775,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10837,2775,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10838,2776,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10839,2776,SKU-CORE-101,Enterprise Base Terminal,2,14999
10840,2777,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10841,2777,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10842,2777,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10843,2778,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10844,2779,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10845,2779,SKU-CORE-101,Enterprise Base Terminal,2,14999
10846,2779,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10847,2780,SKU-CORE-101,Enterprise Base Terminal,1,14999
10848,2781,SKU-CORE-101,Enterprise Base Terminal,2,14999
10849,2781,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10850,2781,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10851,2782,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10852,2782,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10853,2782,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10854,2783,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10855,2783,SKU-CORE-101,Enterprise Base Terminal,1,14999
10856,2783,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10857,2784,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10858,2784,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10859,2784,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10860,2785,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10861,2785,SKU-CORE-101,Enterprise Base Terminal,1,14999
10862,2785,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10863,2786,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10864,2786,SKU-CORE-101,Enterprise Base Terminal,2,14999
10865,2786,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10866,2787,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10867,2787,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10868,2788,SKU-CORE-101,Enterprise Base Terminal,1,14999
10869,2788,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10870,2789,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10871,2789,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10872,2790,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10873,2790,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10874,2791,SKU-CORE-101,Enterprise Base Terminal,1,14999
10875,2792,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10876,2793,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10877,2793,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10878,2793,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10879,2794,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10880,2794,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10881,2795,SKU-CORE-101,Enterprise Base Terminal,1,14999
10882,2795,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10883,2796,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10884,2796,SKU-CORE-101,Enterprise Base Terminal,2,14999
10885,2797,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10886,2798,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10887,2798,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10888,2798,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10889,2799,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10890,2800,SKU-CORE-101,Enterprise Base Terminal,1,14999
10891,2800,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10892,2801,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10893,2802,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10894,2802,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10895,2803,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10896,2803,SKU-CORE-101,Enterprise Base Terminal,2,14999
10897,2803,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10898,2804,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10899,2804,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10900,2805,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10901,2805,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10902,2806,SKU-POW-303,Smart Uninterruptible Power Supply,2,8999
10903,2807,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10904,2807,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10905,2807,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10906,2808,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10907,2808,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10908,2808,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10909,2809,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10910,2810,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10911,2810,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10912,2811,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10913,2812,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10914,2812,SKU-CORE-101,Enterprise Base Terminal,1,14999
10915,2813,SKU-CORE-101,Enterprise Base Terminal,2,14999
10916,2813,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10917,2813,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10918,2814,SKU-CORE-101,Enterprise Base Terminal,1,14999
10919,2814,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10920,2814,SKU-CORE-101,Enterprise Base Terminal,2,14999
10921,2815,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10922,2815,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10923,2816,SKU-CBL-404,Premium Braided Fiber Patch Cable,2,1299
10924,2817,SKU-CBL-404,Premium Braided Fiber Patch Cable,1,1299
10925,2817,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10926,2818,SKU-SOFT-505,Cloud Analytics Seat License (Annual),2,29999
10927,2819,SKU-CORE-101,Enterprise Base Terminal,1,14999
10928,2819,SKU-ACC-202,Ergonomic Desk Mounting Arm,2,4999
10929,2819,SKU-SOFT-505,Cloud Analytics Seat License (Annual),1,29999
10930,2820,SKU-POW-303,Smart Uninterruptible Power Supply,1,8999
10931,2821,SKU-CORE-101,Enterprise Base Terminal,2,14999
10932,2821,SKU-ACC-202,Ergonomic Desk Mounting Arm,1,4999
10933,2822,SKU-ACC-202,Ergonomic Desk Mounting Arm,12,4999
10934,2822,SKU-CBL-404,Premium Braided Fiber Patch Cable,13,1299
10935,2822,SKU-SOFT-505,Cloud Analytics Seat License (Annual),15,29999
10936,2822,SKU-POW-303,Smart Uninterruptible Power Supply,12,8999
10937,2822,SKU-ACC-202,Ergonomic Desk Mounting Arm,18,4999
10938,2822,SKU-CBL-404,Premium Braided Fiber Patch Cable,16,1299
10939,2822,SKU-SOFT-505,Cloud Analytics Seat License (Annual),11,29999
10940,2822,SKU-CBL-404,Premium Braided Fiber Patch Cable,9,1299
10941,2823,SKU-CBL-404,Premium Braided Fiber Patch Cable,9,1299
10942,2823,SKU-SOFT-505,Cloud Analytics Seat License (Annual),16,29999
10943,2823,SKU-CBL-404,Premium Braided Fiber Patch Cable,7,1299
10944,2823,SKU-CORE-101,Enterprise Base Terminal,15,14999
10945,2824,SKU-CBL-404,Premium Braided Fiber Patch Cable,17,1299
10946,2824,SKU-SOFT-505,Cloud Analytics Seat License (Annual),13,29999
